PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_Adj,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
2492,2492,1,596836.31,1,64,1,1,0,1,0,0,0,38.249001,12,366,12,12,12,11,,,,,13926.935,15931.908,0,14068.129,13013.288,12487.788,12122.856,11770.497,11160.347,10597.114,20418.209,7387.5552,11376.835,0,25240.154,42688.918,43623.027,,,,,52,52,46,50,44,52,47,47,44,52,52,52,52,52,52,52,52,0,1,0,0
2493,2493,1,540282,7,63,1,1,0,1,1,0,0,71.804001,5,596,12,12,12,12,,,,,31435.08,44148.66,31335.182,43962.902,41709.258,33620.969,24867.398,30180.762,20031.391,28530.691,35339.207,34475.258,23701.738,32937.285,42066.922,40656.109,43623.027,,,,,52,52,52,52,52,52,49,35,52,52,52,52,49,0,52,18,41,0,1,0,0
2494,2494,1,693121.69,2,57,1,1,0,1,1,0,0,79.940002,6,606,16,15,16,14,15817.533,16419.879,37776.785,44583.941,45759.926,53746.195,60827.117,61548.066,65066.441,64039.941,62168.496,63379.598,65817.43,67930.219,75913.852,80031.844,88881.523,80389.313,84133.844,86394.234,87246.055,51,49,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2495,2495,1,647986,7,58,0,1,0,1,1,0,0,13.558,8,445,8,8,15,12,21918.582,7356.106,8394.8408,9078.9111,15916.496,26873.098,14745.968,10551.097,10328.881,8004.9927,14875.367,19617.494,17742.09,14944.648,,,,,,,,25,14,17,39,27,50,52,25,27,9,44,52,52,47,,,,,,,,0,1,0,0
2496,2496,1,127972,3,57,1,0,1,1,0,0,0,33.651001,10,499,12,12,12,12,11298.238,8757.2695,3148.0654,11753.948,36806.898,33591.375,32256.805,7913.3228,30030.666,28817.973,28752.93,0,6438.6616,0,0,0,0,0,0,0,0,49,22,27,31,52,52,28,16,48,52,52,52,52,52,0,0,0,0,0,0,0,0,1,0,0
2497,2497,1,571788,2,64,0,1,0,1,1,0,0,81.227997,10,458,12,12,12,12,,,,,47749.488,54705.949,40551.41,42204.387,41709.258,46428.957,48491.426,49798.258,50936.965,48909.758,55888.301,,,,,,,,,,,52,47,51,52,52,52,52,52,52,52,52,,,,,,,0,1,0,0
2498,2498,1,688021,8,57,1,1,0,1,1,0,0,39.967999,12,,12,12,12,12,0,35029.078,41974.207,40530.855,43770.363,0,40551.41,47479.934,40040.887,38423.965,31084.248,,6867.9053,15623.95,8638.4727,30781.479,33893.488,35728.582,25240.154,38623.305,43623.027,52,52,50,52,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2499,2499,1,545649.69,4,60,1,1,0,1,0,0,0,,11,,9,9,12,10,0,0,671.58728,0,,19195.07,31335.182,14068.129,,,,,,,,,,,,,,0,0,17,3,20,52,50,52,50,52,52,52,52,52,,,,,,,,0,1,0,0
2500,2499,1,545680.69,8,63,1,1,0,1,0,0,0,34.543999,8,360,,12,12,10,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,0,0
2501,2501,1,641616.38,3,57,1,1,0,1,0,0,0,28.235001,7,381,12,12,12,12,3247.1138,2627.1807,982.19641,830.88251,0,0,479.24396,0,0,320.19971,,1569.3995,18600.578,20025.828,31055.311,25125.074,,16747.773,22085.135,21013.111,5005.9849,50,52,52,35,0,0,3,0,0,23,38,10,52,52,52,52,0,35,52,49,52,0,1,0,0
2502,2502,1,503591,8,62,1,1,0,1,1,0,0,88.459,7,606,16,16,16,16,,,,1215.9257,2984.343,46068.168,53454.133,58031.031,65066.441,68842.938,66831.133,64888.637,37201.156,73364.633,81149.289,88650.664,94806.953,96020.563,99908.945,109771.5,123113.88,,,,2,24,45,52,26,26,52,52,52,32,52,52,52,52,52,52,52,52,0,1,0,0
2503,2502,1,634139.13,8,64,1,1,0,1,0,0,0,72.816002,10,368,16,16,16,16,,,,,,2495.3591,0,17585.162,25025.555,27216.975,21758.973,33198.836,,0,,0,0,,,,,,,,,,19,1,46,52,42,38,41,,0,,0,0,,,,,0,1,0,0
2504,2504,1,573762,5,60,1,1,0,1,1,0,0,58.556,10,386,12,12,12,10,3070.8611,7662.6104,17839.037,24318.514,16314.409,21114.578,20275.705,31653.291,18352.074,19211.982,21758.973,,17169.764,19020.461,20941.752,18468.887,22516.652,26796.436,28395.174,28274.293,22296.213,28,15,42,50,52,52,45,46,46,50,52,,51,39,52,52,52,52,52,50,52,0,1,0,0
2505,2505,1,641616.38,7,57,1,0,0,1,0,0,0,64.202003,13,349,12,12,,9,0,0,0,0,0,0,368.6492,2637.7742,2570.9587,11206.989,7771.062,7545.1904,23400.957,25813.482,29061.918,29550.221,31997.348,33495.547,0,0,969.40057,0,0,0,0,0,0,0,14,29,34,43,43,52,52,52,52,38,52,0,0,0,0,1,0,0
2506,2506,1,486120,4,62,1,1,0,1,1,0,0,55.130001,5,516,12,12,10,10,,,3148.0654,2634.5056,29843.43,17083.613,14745.968,26377.742,53387.852,51231.953,49734.797,51307.293,47216.852,0,49736.664,49004.113,53328.914,50243.316,48376.961,44721.723,34636.684,,,42,10,41,30,52,52,52,52,52,52,52,52,52,52,52,0,52,46,48,0,1,0,0
2507,2507,1,586440,9,58,1,1,0,1,0,0,0,16.573999,13,366,12,12,12,12,27115.771,23165.166,16353.15,20265.428,29843.43,23034.084,20275.705,21102.193,30030.666,28817.973,27975.822,30180.762,18600.578,25813.482,,36937.773,39107.871,42427.691,39963.578,39639.707,40714.824,44,45,30,39,52,52,52,52,52,42,50,40,52,52,52,52,52,52,52,51,52,0,1,0,0
2508,2508,1,664600,10,58,1,1,0,1,1,0,0,94.069,6,543,14,14,17,14,44966.988,51011.094,48270.336,51474.188,55707.738,53746.195,44237.902,42204.387,47086.414,59236.945,57603.773,54565.309,63084.574,75103.648,80302.461,83356.25,85293.078,87088.414,82030.5,86811.977,88215.453,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2509,2508,1,610246,6,61,1,1,0,1,1,0,0,84.042,10,539,12,12,17,12,,,52467.758,48637.027,53718.176,51546.441,51913.18,63306.582,58392.961,44667.859,55260.023,52816.332,58663.359,65213.008,75913.852,80031.844,82956.086,150729.95,323729.16,142296.39,333309,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2510,2508,1,526750.38,11,63,1,1,0,1,0,0,0,80.410004,8,332,14,14,17,14,,,,,17906.059,31671.865,31335.182,7034.0645,5839.2959,11206.989,10879.486,15090.381,0,0,0,12312.592,2962.7173,11165.182,15775.097,10164.027,6785.8042,,,,,40,52,46,52,21,49,51,52,0,0,0,52,52,52,50,52,52,0,1,0,0
2511,2511,1,480597.38,3,61,1,1,0,1,0,0,0,78.703003,6,506,12,12,12,12,,1922.2206,14405.548,17667.4,23805.109,23034.084,4257.8984,10973.141,11490.066,12807.988,14904.896,14408.296,,,,454.33463,,,,,,,7,50,52,52,52,41,52,52,52,52,52,,,,5,,,,,,0,1,0,0
2512,2511,1,526750.38,2,63,1,1,0,1,0,0,0,42.883999,9,415,12,12,12,12,,,,10039.493,16314.409,11517.042,15114.617,7561.6191,0,9605.9912,108794.87,0,,1630.3252,0,0,23701.738,0,14723.423,12196.833,12602.208,,,,52,52,52,52,33,50,52,52,52,52,52,52,52,51,52,52,52,52,0,1,0,0
2513,2511,1,586448,5,64,1,1,0,1,1,0,0,32.681999,9,526,12,12,12,12,,,,,19895.621,0,16589.213,17585.162,20020.443,19211.982,18650.549,25653.646,17169.764,29345.854,15706.314,14775.11,17776.305,33495.547,15775.097,12705.034,9698.8525,,,,,36,52,50,46,52,52,51,43,51,50,46,52,52,52,52,42,52,0,1,0,0
2514,2514,1,570416,11,59,1,1,0,1,0,0,0,73.710999,10,647,17,17,12,13,10168.414,1094.6587,16789.682,23813.904,23874.744,19195.07,11059.476,17585.162,16683.703,16009.985,13987.911,12072.305,15738.95,12227.439,13088.596,17237.629,23701.738,33495.547,33653.539,35574.098,33929.02,52,10,36,52,51,51,41,27,52,49,52,52,52,52,52,52,47,52,36,52,52,0,1,0,0
2515,2514,1,507078.59,5,62,1,1,0,1,0,0,0,76.886002,9,486,16,16,11,12,,,16789.682,24318.514,6366.5986,15356.057,0,879.25806,834.18518,8004.9927,0,0,2861.6272,2717.2087,10470.876,34475.258,34367.523,,,,,,,49,52,11,52,19,0,7,23,0,0,14,44,30,40,39,,,,,0,1,0,0
2516,2516,1,486120,6,62,1,1,0,1,1,0,0,66.866997,8,516,12,12,12,12,,,,33437.957,10504.888,44148.66,38708.164,38687.355,38966.457,38263.863,40409.523,36216.914,38631.969,40758.129,41883.504,41862.813,40292.957,44660.727,47325.289,42688.918,47500.629,,,,52,49,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,0,1,0,0
2517,2516,1,554135,7,63,1,1,0,1,1,0,0,76.004997,6,561,12,12,12,12,,,,,0,0,10690.827,3165.3291,41709.258,35382.066,45072.16,49798.258,48647.664,43475.34,39265.785,38169.035,49773.652,52476.355,56790.348,59304.051,2423.5015,,,,,0,0,13,52,42,52,52,49,52,52,52,52,52,52,52,52,0,0,1,0,0
2518,2518,1,705662,1,57,1,1,0,1,1,0,0,81.542999,,460,14,13,12,12,14780.355,10946.586,20987.104,27358.326,27853.869,41653.305,36864.918,38687.355,25025.555,17290.783,17873.443,9.0542288,0,339.65109,2094.1753,8003.1846,18961.391,6699.1089,18930.115,8334.5029,18418.611,52,18,45,52,52,52,52,52,31,50,52,52,0,3,17,51,52,52,52,0,52,0,1,0,0
2519,2518,1,526720.5,4,60,1,1,0,1,0,0,0,66.996002,9,435,,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0
2520,2520,1,554135,2,63,1,1,0,1,1,0,0,89.746002,6,647,16,16,20,13,,,,16212.342,34817.336,53746.195,56219.004,59789.547,56724.59,60837.945,60614.285,63379.598,60094.172,74723.242,104708.77,98500.734,105472.74,,136717.5,,,,,,41,52,52,52,52,52,52,52,51,52,52,52,52,52,,52,,,0,1,0,0
2521,2521,1,526750.38,1,63,1,1,0,1,0,0,0,11.934,12,498,12,12,12,12,,,,14185.799,,13436.549,0,10551.097,9054.2461,16009.985,0,6036.1523,4292.4409,2013.4517,5889.8682,20931.406,23701.738,25679.918,24188.48,,21326.813,,,,50,52,38,0,40,30,52,13,12,47,14,52,39,52,52,52,47,33,0,1,0,0
2522,2522,1,648377,1,59,1,1,0,1,1,0,0,50.209999,13,612,12,12,12,12,4971.2251,37218.395,55405.953,49650.297,53718.176,53746.195,47924.395,49238.453,46714.367,49630.953,0,60361.523,64386.613,54344.176,6544.2979,61562.957,59254.348,53592.871,47325.289,0,58164.035,35,40,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,41,52,0,1,0,0
2523,2522,1,556156.06,5,59,1,1,0,1,0,0,0,90.557999,4,595,12,12,13,12,0,0,0,0,0,3839.0142,6451.3608,8548.1465,14181.147,12807.988,13210.806,12826.823,7154.0684,10868.835,41229.074,44325.332,47047.953,53592.871,62048.711,58951.359,65919.242,0,0,0,0,0,38,51,51,50,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2524,2524,1,473968,3,62,1,1,0,1,1,0,0,,5,647,14,13,12,12,,,4197.4204,12159.257,9947.8105,30712.113,49767.641,45193.863,44712.324,57635.945,54397.434,69415.75,70109.867,70647.43,104708.77,55406.664,14221.044,41311.172,31550.193,33541.293,40714.824,,,17,52,52,52,52,52,52,52,52,52,52,52,52,52,38,52,52,52,52,0,1,0,0
2525,2525,1,506643.72,9,59,1,0,0,1,0,0,0,39.570999,8,412,12,12,,12,17060.34,24078.111,25446.863,26547.711,26063.264,24953.592,23962.197,15826.646,16683.703,19211.982,20981.867,1961.7495,15023.543,6521.3008,22250.611,0,23701.738,29029.473,0,0,24235.016,51,52,52,52,52,52,52,47,40,52,50,7,52,52,52,52,52,52,52,52,52,0,1,0,0
2526,2526,1,395320,9,62,1,0,0,1,1,0,0,58.333,10,435,13,12,11,12,,,,24318.514,33822.555,34551.125,38708.164,26377.742,10010.222,0,7771.062,1207.2305,11446.509,27172.088,71987.273,49250.367,82956.086,89321.453,80978.828,111804.3,116328.07,,,,52,52,52,52,36,42,37,31,52,52,52,52,52,52,20,52,52,52,0,1,0,0
2527,2526,1,476908,5,64,1,0,0,1,1,0,0,9.2030001,11,328,12,12,12,12,,,,,23874.744,23034.084,0,31653.291,30030.666,25615.977,43517.945,46780.18,67248.242,88309.281,104708.77,118200.88,106657.83,66991.094,131459.14,,96940.063,,,,,52,52,51,52,52,46,51,52,52,52,52,52,47,52,52,,52,0,1,0,0
2528,2528,1,426866.66,8,61,1,1,0,1,0,0,0,13.091,10,342,12,12,12,9,,,0,1418.58,0,0,0,801.88336,0,0,1942.7655,7846.998,7440.231,7064.7427,6806.0698,6402.5479,3792.2783,6699.1089,3680.8557,17278.848,8336.8447,,,0,17,0,0,0,9,0,0,31,52,52,50,52,22,21,22,0,52,40,0,1,0,0
2529,2528,1,450387.13,7,62,1,1,0,1,0,0,0,28.438999,7,366,12,12,12,9,,,,182.38885,1768.7207,224.58232,0,0,4611.3755,0,4597.3604,4678.0181,1430.8136,6793.022,5235.438,3693.7776,4812.6382,5582.5908,1787.8442,1626.2444,2423.5015,,,,2,36,21,0,0,26,0,20,23,31,49,44,21,52,52,7,14,5,0,1,0,0
2530,2528,1,543702.94,6,64,1,1,0,1,0,0,0,18.716,12,324,12,12,12,9,,,,,,8637.7813,0,2089.1172,0,0,388.5531,0,7154.0684,8830.9287,0,4309.4072,711.05219,30145.99,631.00385,0,0,,,,,,33,40,29,11,0,10,24,28,52,0,13,50,52,47,0,0,0,1,0,0
2531,2531,1,483614.75,9,59,1,1,0,1,0,0,0,70.955002,10,539,13,13,12,12,0,0,,,,,,,0,,,,,,,,,,,,,0,0,,,,52,44,35,33,,,,,,,,,,,,,0,1,0,0
2532,2531,1,429932,9,60,1,1,0,1,1,0,0,85.018997,8,539,16,16,12,12,,48164.98,40924.852,47623.754,1989.562,61424.227,7372.9839,87925.805,8341.8516,16009.985,15852.967,69415.75,22893.018,25134.182,,,,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,,,,0,1,0,0
2533,2531,1,446594.03,4,63,1,1,0,1,0,0,0,81.044998,5,474,16,16,12,12,,,,5066.3569,5968.686,15356.057,29491.936,,,,31084.248,0,28616.273,27172.088,,,30812.262,,32601.865,,,,,,36,11,23,52,40,52,52,38,0,52,52,52,,52,,52,52,52,0,1,0,0
2534,2534,1,516207,9,59,1,1,0,1,1,0,0,83.060997,8,412,,15,12,12,15817.533,7662.6104,,,,,91240.68,36928.84,42301.531,40593.316,52066.117,30180.762,200916.28,85592.078,,,,,,,,43,30,,,,,49,26,24,50,45,26,51,50,,,,,,,,0,1,0,0
2535,2535,1,568058,10,57,1,1,0,1,1,0,0,24.83,9,517,12,12,12,12,34346.645,29768.146,32219.4,28979.561,29843.43,32631.619,46081.148,40445.871,38372.516,37863.617,37301.098,36216.914,34339.527,38040.922,39527.559,36937.773,38159.801,45777.246,41015.25,25081.771,48470.031,52,52,52,52,52,52,52,52,41,46,52,52,52,52,52,52,52,52,52,33,52,0,1,0,0
2536,2535,1,463108.47,10,60,1,1,0,1,0,0,0,30.396999,12,394,11,11,13,16,,9484.1221,17935.578,4476.6328,18900.84,17275.563,38708.164,29521.969,10954.52,0,3108.4248,3772.5952,0,0,43192.363,43094.07,49773.652,0,42066.922,40656.109,39745.426,,23,52,40,52,42,52,52,21,0,44,18,0,0,52,52,52,0,52,52,52,0,1,0,0
2537,2537,1,535003,12,58,1,1,0,1,1,0,0,35.987,12,412,12,12,12,12,14732.902,14072.932,14690.972,12159.257,9947.8105,13436.549,16589.213,21981.451,25025.555,27216.975,25644.504,26408.166,17169.764,9374.3701,15706.314,14775.11,14221.044,14626.388,13671.75,15246.041,13571.608,38,48,52,52,51,52,52,52,52,52,52,52,21,52,52,52,52,52,52,52,52,0,1,0,0
2538,2537,1,463108.47,2,60,1,1,0,1,0,0,0,3.243,8,435,12,12,12,12,11298.238,8153.0176,2728.3235,4053.0854,0,0,0,0,0,0,772.44354,1358.1343,472.16852,0,1308.8595,7387.5552,5925.4346,,15775.097,17278.848,29082.018,40,26,51,52,5,0,0,0,0,0,16,36,44,0,4,52,52,52,52,46,52,0,1,0,0
2539,2537,1,445855,2,60,1,1,0,1,1,0,0,29.224001,14,508,12,12,12,12,29375.42,30650.441,28332.59,22291.971,17906.059,22074.33,22118.951,26377.742,30030.666,28817.973,30462.563,27162.686,29474.762,28530.691,35339.207,46787.848,40292.957,42427.691,55738.672,54885.75,52347.633,52,52,52,36,26,39,52,39,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2540,2537,1,391327,3,62,1,1,0,1,1,0,0,30.17,7,537,12,12,12,12,,,22036.459,26345.057,21885.182,28792.605,23962.197,24619.227,25025.555,22413.979,27975.822,27162.686,28616.273,31247.9,39265.785,34475.258,31523.313,27912.955,26291.826,15855.883,67858.039,,,52,52,52,52,52,52,52,52,52,52,52,52,51,49,52,40,52,52,52,0,1,0,0
2541,2541,1,491248,3,61,1,1,0,1,1,0,0,98.399002,4,647,12,12,9,12,,26271.807,27283.234,28371.598,25864.307,38390.141,66096.961,43962.902,46714.367,43226.961,57505.859,57343.445,57232.547,46192.547,57589.82,73875.547,67549.953,78156.273,102012.29,80295.82,67858.039,,52,52,50,43,48,47,39,34,31,39,36,30,27,52,46,37,41,47,39,46,0,1,0,0
2542,2541,1,445837.53,4,62,1,1,0,1,0,0,0,62.876999,9,412,13,13,9,12,,,22666.07,26345.057,26859.088,26489.197,29491.936,29543.07,30364.34,28017.475,0,0,0,12227.439,15706.314,11081.333,14221.044,14291.433,15775.097,16262.444,18321.672,,,52,52,41,52,52,52,52,46,4,0,0,33,32,41,41,52,49,51,38,0,1,0,0
2543,2543,1,515614.69,3,58,1,1,0,1,0,0,0,35.478001,4,500,12,12,,12,,6567.9517,31480.654,40530.855,27853.869,23034.084,0,0,0,32019.971,31084.248,0,40062.781,0,45810.086,49250.367,35552.609,,42066.922,0,48470.031,52,52,52,52,48,52,52,52,52,52,52,52,52,52,52,52,52,52,45,52,52,0,1,0,0
2544,2543,1,501526.78,10,59,1,1,0,1,0,0,0,38.630001,7,537,16,16,11,12,30505.244,38313.051,37776.785,37491.039,29843.43,53746.195,68200.102,63306.582,75076.664,72044.938,82994.945,75451.906,78694.75,77440.445,130885.95,104657.03,111398.17,109418.78,107270.66,115869.91,111481.07,52,52,52,52,47,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2545,2545,1,491248,10,61,1,1,0,1,1,0,0,75.455002,4,550,13,12,8,8,,,50369.047,53703.383,50932.789,63727.633,71886.594,70780.273,71739.922,72355.531,77555.195,76960.938,74402.313,80836.961,86384.727,100963.25,117323.61,115001.38,0,137214.38,130869.08,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2546,2546,1,472091,5,64,0,1,0,1,1,0,0,23.33,11,388,12,12,8,8,,,,,19895.621,15356.057,18063.811,14068.129,16350.029,19211.982,20204.762,22635.57,10015.695,13586.044,,,23701.738,33495.547,8413.3848,8131.2222,,,,,,50,40,52,51,51,50,49,52,25,50,,,31,52,35,18,52,0,1,0,0
2547,2547,1,166859,4,64,1,1,0,1,1,0,1,42.818001,13,435,12,12,8,12,,,,,19895.621,,0,8792.5811,29196.48,29618.473,38855.309,63379.598,48647.664,57061.383,62825.258,59100.441,56884.176,58058.945,58893.691,65049.777,63011.039,,,,,33,,0,37,19,37,40,52,52,52,52,52,52,52,52,52,32,0,1,0,0
2548,2548,1,473704,1,61,1,0,0,1,1,0,0,8.2220001,8,480,12,12,12,12,,,37776.785,32424.684,29843.43,46068.168,44237.902,42204.387,43377.629,40024.965,41963.734,40744.027,48647.664,47551.152,54972.102,49250.367,47403.477,,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,0,1,0,0
2549,2549,1,531976.31,1,59,1,1,0,1,0,0,0,92.725998,7,484,17,16,18,12,8134.7314,24082.49,25814.137,26851.691,29843.43,34743.078,35206,38511.504,35494.578,40024.965,35746.887,36216.914,39705.078,39399.527,39265.785,41493.434,41478.043,42427.691,45221.941,36590.5,2908.2017,19,52,52,52,52,47,52,52,52,52,52,52,52,52,52,50,45,52,43,43,52,0,1,0,0
2550,2549,1,567827,12,59,1,1,0,1,1,0,0,65.344002,9,537,16,16,18,12,11298.238,14751.62,28374.563,32424.684,47073.039,47027.922,46081.148,43962.902,40040.887,35382.066,38389.047,45120.238,42352.086,0,45810.086,51712.887,43848.219,40931.555,48326.48,46754.527,41684.227,33,40,52,52,52,52,52,52,52,52,52,44,52,52,52,52,52,52,52,52,52,0,1,0,0
2551,2549,1,448209.56,8,61,1,1,0,1,0,0,0,99.523003,8,417,16,16,18,12,,,7213.2671,17766.701,27941.41,25913.346,29491.936,31653.291,30030.666,39096.383,40191.934,39234.988,41207.434,42878.914,45253.82,47957.543,44836.578,44102.469,47325.289,47262.73,47500.629,,,48,52,52,52,52,42,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2552,2549,1,491253.31,6,63,1,1,0,1,0,0,0,86.170998,,552,16,16,18,12,,,,,9004.7578,17275.563,27648.689,26377.742,27528.109,16009.985,8907.1914,21126.533,11980.203,4347.5342,7502.3828,17237.629,20146.479,37403.359,34705.211,37688.215,44592.426,,,,,38,42,52,49,52,33,23,52,31,52,27,28,23,52,41,43,52,0,1,0,0
2553,2553,1,521074,1,61,1,1,0,1,1,0,0,72.096001,13,442,,12,9,12,,0,0,0,,,,,,,13366.227,22635.57,30047.086,,,,45033.305,44437.422,50480.309,48787.332,27143.217,,0,0,0,,,,,,,35,52,52,,,,52,52,52,52,37,0,1,0,0
2554,2553,1,491253.31,10,63,1,1,0,1,0,0,0,39.097,9,551,12,12,9,12,,,,,3979.124,5758.521,0,0,1167.8593,6403.9941,5439.7432,0,0,,,,,,,,,,,,,10,14,0,0,9,31,12,0,0,,,,,,,,,0,1,0,0
2555,2555,1,472925,6,60,1,1,0,1,1,0,0,40.858002,11,457,11,11,12,12,,21893.172,,40530.855,57697.301,95975.352,,0,5005.1108,64039.941,,0,0,85592.078,39265.785,0,,,,,96940.063,,47,,52,52,52,,52,29,46,,52,52,52,52,52,52,,52,52,52,0,1,0,0
2556,2556,1,465950.63,10,60,1,1,0,1,0,0,0,70.610001,6,490,12,12,12,12,,14099.203,14690.972,10132.714,0,0,737.2984,0,0,0,0,0,11583.867,16031.531,14397.455,24625.184,19790.953,21213.846,19981.789,16262.444,18525.246,,52,52,34,0,0,7,5,0,0,0,0,27,36,36,52,52,52,34,52,52,0,1,0,0
2557,2556,1,474989,3,64,1,1,0,1,1,0,0,93.207001,9,557,16,16,12,12,,,,,9947.8105,49907.184,61472.254,63570.359,68403.18,72044.938,69939.555,71754.758,75332.336,87339.242,96855.609,103168.44,105658.8,107185.74,126200.77,119935.52,126506.78,,,,,16,51,52,36,23,52,52,52,52,52,52,52,52,52,52,49,52,0,1,0,0
2558,2558,1,93834,10,61,1,0,1,0,0,1,0,74.219002,9,437,19,17,12,12,,,4197.4204,16212.342,27853.869,17275.563,16589.213,42204.387,36704.148,35221.969,40409.523,45271.141,6657.5757,10868.835,,49250.367,71105.219,68107.609,123739.85,74197.398,94516.555,,,45,37,42,21,20,52,52,49,49,47,33,17,52,52,52,52,52,52,52,0,1,0,0
2559,2559,1,541514.69,7,64,1,0,1,1,0,0,0,71.890999,7,447,12,12,14,12,,,,,,0,0,0,0,5603.4946,31084.248,33198.836,31477.9,28530.691,30103.77,32012.738,43255.676,54709.391,63100.387,51836.543,50408.832,,,,,,0,0,0,0,14,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2560,2560,1,425148.53,7,61,1,1,0,1,0,0,0,,8,572,12,12,20,16,,,1830.0754,0,,0,,,8341.8516,5603.4946,,,,,,,,,,,,,,31,10,,0,,,52,37,,,,,,,,,,,,0,1,0,0
2561,2561,1,451918.63,2,60,1,0,1,1,1,0,0,,6,479,12,12,9,11,29375.42,26271.807,,,,0,,,,,0,0,,,,,,,,,,49,52,,,,52,52,52,,52,52,52,,,,,,,,,,0,1,0,0
2562,2562,1,393730,4,62,1,1,0,1,1,0,0,86.850998,7,383,12,12,12,7,,,19765.654,22089.316,24262.709,24377.74,35021.672,35170.324,33367.406,16810.484,20204.762,16599.418,,,,,,,,,,,,52,52,52,52,52,52,52,45,49,48,,,,,,,,,,0,1,0,0
2563,2563,1,474989,4,64,1,1,0,1,1,0,0,83.186996,7,532,14,12,12,12,,,,,696.34674,46068.168,,39566.613,40916.781,72044.938,32327.617,25895.094,0,7646.2256,,,,,,,,,,,,11,27,,52,52,45,45,3,0,47,,,,,,,,0,1,0,0
2564,2563,1,465950.63,6,60,1,1,0,1,0,0,0,30.568001,10,313,12,12,12,12,,0,46.171627,0,0,0,0,0,0,0,0,3018.0762,0,20379.064,15706.314,0,18961.391,17864.291,14723.423,22360.861,9694.0059,,0,1,0,0,0,0,0,0,0,0,4,52,52,52,52,52,52,28,50,30,0,1,0,0
2565,2563,1,547899.88,11,57,1,1,0,1,0,0,0,97.161003,4,550,16,16,12,12,27115.771,,2098.7102,,,0,0,,0,,,,,,1177.9736,30781.479,33893.488,49126.801,47325.289,39306.328,12117.508,50,,52,,,48,46,,0,,,,,,4,52,52,52,52,49,22,0,1,0,0
2566,2566,1,494750.47,5,60,1,0,1,1,0,0,0,74.666,6,484,14,14,12,12,11298.238,20798.514,37776.785,24318.514,13926.935,19195.07,30413.559,26377.742,25025.555,24014.979,24867.398,22635.57,21462.205,25813.482,32721.488,52944.145,35552.609,35728.582,54687,45738.125,52347.633,14,52,52,52,46,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2567,2567,1,476299.94,2,62,1,1,0,1,0,0,0,95.597,9,502,16,16,12,12,,,20987.104,40530.855,43770.363,52786.445,64513.609,79133.227,75076.664,48029.957,54397.434,52816.332,28616.273,40758.129,45810.086,44325.332,47403.477,,,,,,,36,52,40,52,52,52,52,47,41,44,52,52,52,52,52,52,52,49,52,0,1,0,0
2568,2568,1,606871,4,57,1,1,0,1,1,0,0,76.750999,9,512,14,14,9,12,22903.789,23171.734,22502.371,22470.307,21885.182,33069.266,0,0,9009.1992,42948.387,32638.461,10865.074,21792.723,11683.997,26177.191,0,42663.129,27912.955,50480.309,45738.125,29082.018,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
