PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_Adj,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
4970,4969,1,80878,8,62,1,1,0,1,0,1,0,20.551001,11,647,14,,11,8,,,,,,,,,53387.852,36822.965,35746.887,42298.336,32908.715,30568.598,28794.91,20931.406,0,0,0,0,0,,,,,,,,,0,15,52,30,52,52,52,22,0,0,0,0,0,0,0,1,0
4971,4969,1,82777,9,63,1,1,0,1,0,1,0,11.838,9,460,13,12,11,8,,,,,2984.343,11517.042,4423.7905,,0,0,0,2263.5571,48647.664,27172.088,39265.785,34475.258,31997.348,35728.582,37860.23,15246.041,11632.807,,,,,52,52,43,52,3,0,0,6,52,52,52,52,52,33,52,49,52,0,0,1,0
4972,4972,1,705709.19,2,62,1,1,0,1,0,0,0,33.643002,10,435,13,13,13,12,,,5246.7759,0,0,1919.5071,0,0,0,0,466.26373,3018.0762,7154.0684,12227.439,14397.455,6156.2959,13035.956,3349.5544,9465.0576,17278.848,15510.409,,,22,0,0,46,4,0,0,0,11,40,52,52,52,30,52,16,28,52,52,0,0,1,0
4973,4972,1,668855.13,1,61,1,1,0,1,0,0,0,76.037003,4,394,15,15,13,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63100.387,60984.164,77552.047,,0,0,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,0,0,1,0
4974,4974,1,816157,4,58,1,1,0,1,0,0,0,72.010002,10,471,12,12,12,12,22519.648,0,0,4255.7397,0,0,0,0,0,8069.0327,13832.49,,7154.0684,9510.2305,,13543.851,41478.043,20097.328,6310.0386,0,0,40,0,0,26,2,0,0,0,0,22,52,52,52,52,52,52,0,52,35,0,0,0,0,1,0
4975,4975,1,861970.25,8,57,1,1,0,1,0,0,0,92.247002,5,463,16,16,12,8,31635.066,39407.711,44072.918,47826.41,47749.488,0,51610.887,50996.969,50051.109,49630.953,48180.586,54325.371,57232.547,65892.313,70678.414,68581.133,71105.219,66991.094,79296.148,73181,70766.242,52,52,52,45,52,46,52,52,52,52,52,52,52,52,46,52,52,52,52,52,52,0,0,1,0
4976,4976,1,851925.44,8,64,1,1,0,1,0,0,0,85.066002,10,527,15,15,12,12,,,,,,0,45343.852,48183.344,49383.762,55394.551,57505.859,73565.609,75833.125,65213.008,91620.172,91113.18,95399.5,104952.71,97805.594,101640.27,104695.27,,,,,,49,52,44,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
4977,4977,1,716554,3,60,0,1,0,1,1,0,0,8.5170002,8,349,8,8,6,12,12315.08,11971.187,4827.0337,8714.1338,15641.937,0,6414.4961,,10844.407,20812.98,20204.762,15090.381,15738.95,17661.857,20810.867,20315.777,23109.195,5582.5908,0,0,919.96118,26,38,23,24,52,50,14,,4,52,52,52,17,52,52,52,52,14,0,0,0,0,0,1,0
4978,4977,1,668855.13,8,61,0,1,0,1,0,0,0,17.518,8,316,12,8,7,12,,,10493.552,4053.0854,0,,0,0,0,1280.7988,0,0,0,0,0,0,0,0,12620.077,4573.8125,0,,,34,21,0,,0,2,0,13,0,0,0,0,0,0,0,0,52,20,42,0,0,1,0
4979,4979,1,140801,8,64,0,0,0,1,1,1,0,70.510002,11,551,12,12,12,12,,,,,,17275.563,18432.459,26377.742,25025.555,40024.965,41963.734,45271.141,31477.9,38040.922,37956.926,43094.07,65179.781,64758.055,41541.086,,53317.031,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,52,0,0,1,0
4980,4980,1,84232,1,62,1,1,0,1,0,1,0,,,372,12,12,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4981,4980,1,86210,9,63,1,1,0,1,0,1,0,27.358,5,535,12,12,7,7,,,,,25864.307,26857.742,26727.066,31653.291,30030.666,33620.969,45072.16,45271.141,41493.598,31247.9,60207.539,43094.07,41596.551,39189.789,36808.559,35675.738,43623.027,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
4982,4982,1,545945,11,60,1,1,0,1,1,0,0,36.771999,6,500,9,9,8,8,,21893.172,25184.523,22291.971,15916.496,19195.07,0,14068.129,0,0,0,,1430.8136,0,0,0,,,0,0,,,52,52,52,44,45,28,45,24,28,0,0,52,0,0,0,,,0,0,,0,0,1,0
4983,4982,1,546219,9,63,1,1,0,1,1,0,0,21.009001,8,417,12,9,8,8,,,,,25864.307,19195.07,2027.5706,29894.773,18352.074,27216.975,25952.238,34707.875,40062.781,47551.152,35339.207,39400.293,14221.044,8932.1455,,45738.125,38776.023,,,,,52,52,42,22,52,52,52,52,49,52,52,44,29,50,,52,52,0,0,1,0
4984,4984,1,492829.34,6,62,1,1,0,1,0,0,0,83.385002,8,442,12,12,11,12,,,,12564.565,13926.935,15356.057,14745.968,14771.535,15015.333,14408.986,15542.124,15090.381,0,13314.322,,,,,,15754.243,17449.211,,,,52,52,52,52,52,52,52,52,52,0,52,,,,,,52,52,0,0,1,0
4985,4984,1,500653,11,63,1,1,0,1,1,0,0,3.267,9,343,11,11,11,12,,,,,23874.744,0,18432.459,14068.129,20020.443,19211.982,23313.186,27162.686,30047.086,28530.691,18847.578,,,,8413.3848,2439.3667,,,,,,49,0,27,38,41,52,52,51,52,52,46,,,,18,0,,0,0,1,0
4986,4986,1,637556,11,57,1,1,0,1,1,0,0,16.841,8,440,12,12,9,12,67337.5,85383.375,79750.992,135778.36,79582.484,78699.789,73729.836,105510.97,71739.922,72044.938,69939.555,98087.477,85848.82,112764.16,,,148135.88,312419.66,,317446.97,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,52,52,,52,,0,0,1,0
4987,4987,1,554387.75,3,59,1,1,0,1,0,0,0,86.508003,8,381,15,15,13,9,0,19703.855,37327.66,40530.855,39990.195,39349.895,44237.902,45721.418,43377.629,42426.461,46626.371,46780.18,45786.035,43475.34,47118.945,47403.477,31997.348,16747.773,21965.244,23269.525,22296.213,0,30,52,52,52,52,52,52,52,52,52,52,52,52,52,52,26,52,52,52,52,0,0,1,0
4988,4988,1,511919.88,11,60,1,1,0,1,0,0,0,77.733002,9,647,16,16,16,16,,5692.2251,25184.523,27358.326,27853.869,28792.605,36864.918,35170.324,36704.148,40024.965,54397.434,52816.332,71540.68,0,85075.867,80031.844,53328.914,83738.867,0,0,0,,51,52,50,52,52,52,52,52,50,52,52,52,52,52,52,27,52,0,0,0,0,0,1,0
4989,4988,1,511919.88,11,60,1,1,0,1,0,0,0,76.676003,9,647,16,16,18,16,,3065.0442,28332.59,34045.918,38796.461,46068.168,62670.363,56272.516,41709.258,68842.938,69939.555,75451.906,34339.527,27172.088,0,7387.5552,0,0,18930.115,18295.25,27143.217,,52,52,52,52,42,50,52,36,52,52,52,52,39,0,44,0,50,52,52,52,0,0,1,0
4990,4988,1,492829.34,4,62,1,1,0,1,0,0,0,82.880997,6,559,19,16,16,16,,,5200.604,25331.785,23874.744,6334.373,0,0,40875.074,42266.359,46626.371,55834.41,107311.02,221667.17,,290577.16,,,323729.16,,,,,43,45,34,12,0,0,24,52,52,52,52,52,52,52,52,52,52,52,,0,0,1,0
4991,4991,1,79018,12,63,1,1,0,1,0,1,0,70.101997,5,578,15,15,16,12,,,,,33822.555,46068.168,46081.148,43962.902,60061.332,48029.957,54397.434,49798.258,42924.41,40758.129,259311.25,6156.2959,17776.305,,,,,,,,,52,51,51,52,52,52,39,50,52,52,52,52,38,,,,,0,0,1,0
4992,4992,1,467092.84,7,61,1,1,0,1,0,0,0,32.249001,9,374,12,12,12,12,,,31480.654,38504.313,39791.242,46068.168,51610.887,,10010.222,,,,,,,,14221.044,33495.547,,317446.97,0,,,48,52,45,52,52,,26,,,,,,,,52,42,52,52,52,0,0,1,0
4993,4992,1,511949.81,8,63,1,1,0,1,0,0,0,62.507,11,394,13,,8,12,,,,,,,0,0,0,0,0,0,0,1711.8416,0,,,,,,,,,,,,,0,0,0,0,0,0,0,43,0,,,,,,,0,0,1,0
4994,4994,1,554387.75,11,59,1,1,0,1,0,0,0,84.467003,7,561,16,16,8,8,21466.652,48164.98,48270.336,44583.941,53917.133,54705.949,58983.871,61548.066,75076.664,72044.938,74602.195,72433.828,200916.28,61137.195,,,,,,,,50,52,52,44,52,52,52,52,52,52,52,52,41,52,52,,,,,,,0,0,1,0
4995,4994,1,492829.34,9,62,1,1,0,1,0,0,0,71.054001,6,484,16,16,8,8,,,,31614.066,35812.117,42229.156,47924.395,50469.414,55056.219,59236.945,57505.859,41498.547,200916.28,54344.176,71987.273,61562.957,,,68358.75,,,,,,52,36,52,52,49,52,52,52,52,40,52,52,52,52,52,52,,,0,0,1,0
4996,4996,1,605273.5,11,59,1,1,0,1,1,0,0,63.825001,6,394,16,15,14,13,5423.1543,1313.5903,3357.9365,22291.971,34966.555,36470.633,35021.672,43962.902,40040.887,43226.961,40409.523,40744.027,42924.41,54344.176,69369.555,,,,,,,29,9,16,43,52,52,52,52,52,52,52,52,51,52,52,,,,,,,0,0,1,0
4997,4997,1,604893.75,2,62,1,1,0,0,0,0,0,75.072998,8,551,15,15,16,14,,,33579.363,10132.714,175.08147,0,18432.459,35170.324,36704.148,80049.93,35746.887,30180.762,31477.9,50947.664,56280.961,60331.699,54514,69224.125,72565.445,80295.82,82399.047,,,52,14,2,0,27,52,52,52,52,52,21,52,31,52,52,52,52,52,52,0,0,1,0
4998,4997,1,539073,12,62,1,1,0,0,1,0,0,80.393997,8,561,18,18,20,16,,,,0,0,28792.605,16957.863,26377.742,31699.035,28898.023,29530.035,7545.1904,0,40758.129,58898.68,76338.07,81771,77709.664,74668.789,65049.777,68827.445,,,,0,0,36,39,52,43,52,52,44,45,52,52,52,52,52,52,52,52,0,0,1,0
4999,4999,1,738832.13,4,57,1,1,0,1,0,0,0,67.037003,4,595,16,16,20,16,0,0,20987.104,20265.428,17906.059,23034.084,11059.476,8792.5811,8341.8516,12007.489,93252.742,35462.395,32908.715,38040.922,41883.504,40631.555,34367.523,40194.656,42066.922,136197.97,52347.633,48,52,28,52,43,52,28,40,52,52,51,52,49,52,48,52,48,52,52,52,52,0,0,1,0
5000,4999,1,736994,11,58,1,1,0,1,1,0,0,96.167,4,647,20,17,20,16,451.92953,5473.293,629.6131,20265.428,69634.672,86377.82,125340.73,305721.53,284261.94,6588248,243015.09,253061.16,200916.28,221667.17,259311.25,290577.16,315153.72,,323729.16,317446.97,,0,32,4,25,52,52,52,35,17,52,52,52,52,52,52,52,52,,52,52,,0,0,1,0
5001,4999,1,573305.19,7,61,1,1,0,1,0,0,0,67.503998,6,473,17,17,20,16,,,14690.972,20265.428,32827.773,43188.91,47924.395,49238.453,48382.738,4802.9956,31084.248,45271.141,107311.02,108688.35,,52944.145,315153.72,33495.547,42066.922,91476.25,67858.039,,,41,43,52,52,52,52,50,24,50,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5002,4999,1,604893.75,10,62,1,1,0,1,0,0,0,81.975998,10,554,16,16,20,16,,,,28371.598,27853.869,34551.125,46081.148,47479.934,43377.629,38423.965,43517.945,3018.0762,0,0,259311.25,0,1185.0869,0,0,0,0,,,,44,44,52,52,52,52,46,52,25,0,0,0,0,0,0,0,0,0,0,0,1,0
5003,5003,1,738832.13,10,57,1,1,0,1,0,0,0,70.668999,10,647,19,16,20,16,0,2189.3174,0,0,39791.242,14972.155,55297.379,61548.066,75076.664,112069.9,108794.87,135813.42,200916.28,221667.17,259311.25,290577.16,315153.72,312419.66,,317446.97,333309,5,6,2,0,0,38,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5004,5003,1,614189,5,60,1,1,0,1,1,0,0,57.761002,5,523,16,15,20,19,7908.7666,26271.807,31480.654,10132.714,0,52786.445,70043.344,84408.773,50051.109,76847.93,24867.398,27162.686,0,24454.879,58898.68,67719.258,49773.652,,,,,20,52,52,52,52,52,41,52,52,30,50,25,12,52,52,52,52,52,,,,0,0,0,1
5005,5003,1,614496,1,63,1,1,0,1,1,0,0,62.365002,6,528,16,16,20,10,,,,0,3979.124,8637.7813,46081.148,35170.324,0,3041.8972,41963.734,47232.891,49363.07,40758.129,65442.977,24625.184,41478.043,,,,,,,,0,10,31,52,40,11,9,52,52,52,52,52,46,52,,,,,0,0,1,0
5006,5006,1,614496,5,63,1,1,0,1,1,0,0,99.328003,12,535,19,17,16,16,,,,607.96283,6565.5547,0,14745.968,29894.773,46714.367,152094.86,113457.51,113177.85,200916.28,221667.17,259311.25,290577.16,315153.72,312419.66,323729.16,317446.97,333309,,,,9,10,13,21,52,52,52,52,41,52,52,52,52,52,52,52,52,52,0,0,1,0
5007,5007,1,736994,7,58,1,1,0,1,1,0,0,18.040001,9,366,12,12,12,12,67789.43,74436.789,58344.145,48637.027,51728.613,0,33178.426,49238.453,54388.871,52327.035,46388.578,42253.066,40062.781,58419.988,56280.961,65256.734,62809.609,70340.648,86237.195,8537.7832,153165.3,52,52,52,50,52,34,47,50,52,52,50,21,51,52,52,52,52,52,41,0,52,0,0,1,0
5008,5008,1,680449.25,10,59,1,1,0,1,0,0,0,88.957001,6,417,,13,20,16,63270.133,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,0,0,1,0
5009,5009,1,500616.41,12,60,1,1,0,1,0,0,0,93.230003,4,647,14,14,16,12,,26271.807,25184.523,20265.428,15916.496,5758.521,,43962.902,53387.852,51231.953,49734.797,51307.293,57232.547,69288.82,,,,,,,,,46,47,52,52,19,,52,52,52,52,52,52,52,,,,,,,,0,0,1,0
5010,5009,1,429505,4,62,1,1,0,1,1,0,0,97.334,5,571,17,16,16,12,,,11752.777,40530.855,49739.051,49907.184,51610.887,47479.934,10010.222,62438.941,63722.707,66397.672,,,,,,,157750.97,152460.42,,,,46,47,52,52,52,34,32,37,52,52,,,,,,,52,52,,0,0,1,0
5011,5009,1,489599,7,63,1,1,0,1,1,0,0,94.484001,7,572,,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0
5012,5012,1,518149,7,64,1,1,0,1,1,0,0,87.153,6,578,20,18,19,16,,,,,,0,0,0,38372.516,39224.465,88590.109,67906.711,53083.188,55702.777,259311.25,290577.16,315153.72,312419.66,323729.16,317446.97,333309,,,,,,0,0,0,24,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5013,5013,1,82411,8,63,1,1,0,1,1,1,0,70.564003,8,533,14,14,12,12,,,,,33822.555,40309.648,51610.887,45721.418,31699.035,44827.957,45072.16,45271.141,39204.293,43475.34,44501.223,44325.332,4740.3477,0,63100.387,76230.211,0,,,,,52,48,52,52,40,52,52,52,35,52,52,52,4,52,52,52,52,0,0,1,0
5014,5014,1,581802.81,2,64,1,0,0,1,0,0,0,10.25,9,327,8,8,11,12,,,,,4854.5313,3839.0142,663.56854,0,0,0,466.26373,0,0,0,0,17730.133,0,0,0,0,0,,,,,31,24,30,0,0,14,52,17,0,0,0,26,0,0,0,0,0,0,0,1,0
5015,5015,1,500616.41,11,60,1,1,0,1,0,0,0,9.8409996,11,550,12,12,12,12,,4378.6348,48270.336,20265.428,19895.621,30712.113,17252.783,26377.742,1835.2074,24014.979,7771.062,1659.9419,37201.156,12227.439,14397.455,13543.851,,,,,,,40,52,52,52,52,23,39,44,36,33,26,50,52,52,52,,,,,,0,0,1,0
5016,5015,1,500616.41,9,60,1,0,1,1,0,0,0,35.320999,4,578,9,9,6,,,4378.6348,4617.1626,0,0,0,0,0,0,0,0,0,3090.5574,2037.9065,,2216.2666,41.478043,0,0,0,0,,20,26,0,0,0,0,0,0,0,0,0,18,22,52,52,1,0,0,0,0,0,0,1,0
5017,5017,1,587553,8,59,1,1,0,1,1,0,0,84.379997,10,488,14,14,17,16,70049.078,72247.469,79331.25,81061.711,85551.164,83882.461,82024.445,87925.805,85086.883,90456.414,93252.742,107141.7,85848.82,89667.891,106017.63,120047.77,118508.7,128399.59,107270.66,116886.32,126022.08,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5018,5018,1,587553,1,59,1,1,0,1,1,0,0,93.516998,6,488,,16,16,14,51971.895,,,,,71021.758,0,,,,,,,,,,,,,,,52,,,,,52,52,,,,,,,,,,,,,,,0,0,1,0
5019,5018,1,500616.41,8,60,1,1,0,1,0,0,0,97.372002,6,434,16,16,16,14,,50354.297,52467.758,64444.059,65655.547,69102.25,79259.578,93201.352,58392.961,,0,1207.2305,,0,0,,,0,4206.6924,,,,52,52,52,52,52,52,52,40,,3,3,,4,0,,0,0,47,49,,0,0,1,0
5020,5020,1,623479,11,57,1,0,1,1,1,0,0,91.143997,6,553,16,16,20,19,55135.402,61081.953,65060.02,58769.738,14324.847,71021.758,68200.102,65065.098,66734.813,6403.9941,0,1207.2305,75833.125,77440.445,22905.043,86188.141,0,43544.207,76772.133,76230.211,82399.047,51,52,52,46,13,52,52,52,52,7,0,4,52,52,14,50,0,33,52,52,52,0,0,0,1
5021,5020,1,489354,10,60,1,0,1,1,1,0,0,94.331001,11,507,17,16,20,19,,0,12592.262,10132.714,0,0,3686.4919,35170.324,33367.406,35221.969,46626.371,48289.219,54370.918,51626.965,54972.102,6156.2959,40292.957,49126.801,50480.309,48787.332,41684.227,,2,28,23,0,0,12,52,52,52,52,52,52,52,52,6,52,52,52,52,52,0,0,1,0
5022,5022,1,489599,2,63,1,1,0,1,1,0,0,79.135002,7,413,15,13,14,12,,,,32424.684,81572.047,34551.125,,52755.484,41709.258,44827.957,31084.248,150903.81,,135860.44,52354.383,98500.734,59254.348,89321.453,323729.16,0,96940.063,,,,27,9,38,52,46,52,52,40,43,,52,52,52,52,52,52,52,52,0,0,1,0
5023,5023,1,542147.19,8,59,1,1,0,1,0,0,0,78.873001,9,578,16,16,16,16,27273.947,32839.758,31480.654,32424.684,31832.992,26873.098,29491.936,0,0,0,929.41901,0,0,0,41883.504,,46218.391,43544.207,42066.922,48787.332,53317.031,45,52,52,52,52,52,52,2,0,0,34,0,0,0,52,,52,52,52,52,52,0,0,1,0
5024,5024,1,623479,7,57,1,0,0,1,1,0,0,30.607,9,568,12,12,14,18,51971.895,53200.41,58763.887,52690.113,53718.176,0,51610.887,43962.902,33367.406,40024.965,57505.859,34707.875,35770.34,39399.527,52354.383,48019.109,88881.523,0,323729.16,317446.97,333309,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5025,5024,1,456778.78,7,61,1,0,0,1,0,0,0,64.441002,6,448,13,13,14,18,,,38196.527,42152.09,38199.59,39925.746,35390.324,33763.508,41709.258,40024.965,55951.645,60361.523,54370.918,47551.152,52354.383,49250.367,59254.348,44660.727,63100.387,65049.777,77552.047,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5026,5026,1,102542,9,59,1,1,0,1,0,1,0,58.229,8,435,13,13,12,16,16348.551,26271.807,23085.813,24318.514,24869.525,14901.133,12902.722,43962.902,58392.961,56034.949,55951.645,49798.258,50078.477,61137.195,57589.82,51712.887,94806.953,46893.762,59945.367,63525.172,65919.242,51,52,52,52,52,46,52,52,52,52,52,52,45,52,52,52,50,52,52,0,52,0,0,1,0
5027,5027,1,429505,7,62,1,1,0,0,1,0,0,61.673,9,435,,14,12,13,,,,,0,,,,,9605.9912,10879.486,3271.5945,0,19020.461,8507.5869,,,,,,,,,,,0,,,,,30,24,12,0,51,40,,,,,,,0,0,1,0
5028,5028,1,542147.19,5,59,1,1,0,1,0,0,0,96.182999,6,433,16,16,16,13,36154.363,37437.324,25184.523,56337.887,61676.422,77164.18,116124.5,93201.352,88423.625,137685.88,97915.383,81488.055,200916.28,221667.17,130885.95,290577.16,315153.72,312419.66,323729.16,317446.97,333309,49,52,43,50,52,52,52,52,49,52,52,42,52,52,52,52,52,52,52,52,52,0,0,1,0
5029,5028,1,539175,7,61,1,1,0,1,1,0,0,100,7,435,16,16,16,14,,,52467.758,58769.738,69634.672,80619.297,82946.07,112545.03,103438.96,86453.922,90144.32,98087.477,200916.28,221667.17,259311.25,290577.16,47403.477,133982.19,128304.12,137214.38,135716.08,,,52,51,52,52,52,47,52,52,52,52,52,52,52,8,52,48,52,52,52,0,0,1,0
5030,5030,1,587553,11,59,1,1,0,1,1,0,0,79.473999,11,545,16,15,16,12,22596.477,3721.8394,1259.2262,16212.342,46754.707,51250.84,36864.918,35170.324,30030.666,36822.965,36523.992,31689.799,37201.156,48909.758,,,,,,,24235.016,41,8,9,24,52,52,51,52,52,52,52,52,36,52,,,,,,,52,0,0,1,0
5031,5030,1,489599,9,63,1,1,0,1,1,0,0,56.438,9,408,14,14,16,12,,,,,,18235.316,25805.443,,,26640.615,25862.094,21730.148,,23096.273,31412.629,29550.221,28442.088,32513.01,32812.199,36997.063,55255.832,,,,,,52,52,,,52,52,52,,52,52,52,0,52,52,52,52,0,0,1,0
5032,5032,1,500616.41,9,60,1,1,0,1,0,0,0,84.165001,7,437,12,12,10,11,,26271.807,25184.523,28371.598,25864.307,19195.07,1843.246,4396.2905,8341.8516,19211.982,11656.593,0,321.93307,20379.064,18324.033,2462.5183,26664.457,31262.51,31550.193,40656.109,38776.023,,52,52,52,52,52,52,52,52,52,50,4,5,52,52,13,52,52,52,42,52,0,0,1,0
5033,5033,1,489354,4,60,1,1,0,1,1,0,0,67.487999,11,394,12,12,12,12,66659.609,62833.406,62961.309,79440.477,63665.984,72941.266,60827.117,86167.289,63398.07,64039.941,57661.281,76960.938,103018.59,70647.43,65442.977,115738.36,56884.176,101603.16,73617.117,86394.234,110511.66,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5034,5033,1,539175,5,61,1,1,0,1,1,0,0,58.806999,12,504,13,13,12,12,,37218.395,16789.682,0,53718.176,39925.746,38339.516,42204.387,58392.961,44827.957,40409.523,36216.914,38631.969,,,51712.887,124434.13,61408.5,323729.16,121968.33,75613.25,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5035,5035,1,557376.25,6,58,1,1,0,1,0,0,0,74.400002,11,437,15,14,12,13,23726.301,28461.125,27283.234,27358.326,27853.869,29944.311,28570.313,30774.033,26860.762,25936.176,26421.611,45271.141,51223.129,54344.176,68060.695,68950.516,69801.625,0,0,0,2423.5015,48,52,51,50,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,0,0,0,1,0
5036,5036,1,539175,8,61,1,1,0,1,1,0,0,96.695999,4,499,17,16,16,11,,,45542.012,77231.547,68540.414,81233.539,83528.531,92146.242,102604.77,100062.41,97138.273,98087.477,200916.28,135181.14,,36937.773,11850.869,0,157750.97,152460.42,333309,,,29,52,52,52,52,52,52,52,52,52,52,52,52,8,48,52,52,52,52,0,0,1,0
5037,5037,1,557376.25,8,58,1,1,0,1,0,0,0,25.844,10,381,14,14,16,14,17851.217,21674.24,20987.104,22291.971,21885.182,23034.084,22118.951,22860.709,23023.51,22253.879,23313.186,22635.57,20031.391,1902.0461,17015.174,18468.887,20672.656,20354.127,19981.789,21344.459,33929.02,52,52,52,52,41,52,52,52,52,52,52,52,52,52,52,52,52,52,52,50,22,0,0,1,0
5038,5038,1,581802.81,9,64,1,1,0,1,0,0,0,58.584,7,392,15,15,15,12,,,,,,0,2211.8953,15826.646,5839.2959,33620.969,13987.911,16750.322,19602.146,,36648.066,39400.293,,49126.801,,,55837.473,,,,,,0,3,52,38,49,51,52,50,,52,52,,52,,,52,0,0,1,0
5039,5039,1,489599,12,63,1,1,0,1,1,0,0,66.719002,9,555,17,16,14,12,,,,,19895.621,51826.691,55297.379,58031.031,58392.961,9605.9912,46626.371,49798.258,64386.613,67930.219,85075.867,92344.438,94806.953,89321.453,88340.539,87918.836,85307.25,,,,,22,52,52,52,52,33,45,52,52,40,52,52,52,52,52,52,52,0,0,1,0
5040,5039,1,489354,2,60,1,1,0,1,1,0,0,82.5,5,554,19,16,,12,0,10946.586,0,0,0,0,,,,,,,,,,,,,,,,0,15,0,0,0,0,25,52,52,52,52,52,,,,,,,,,,0,0,1,0
5041,5041,1,95221,1,61,1,1,0,1,0,1,0,13.195,12,435,12,12,0,0,,12522.895,14405.548,10132.714,10932.644,0,0,0,0,0,0,0,286.16272,0,6151.6396,3693.7776,15998.674,15631.255,15459.595,16262.444,14541.009,,52,52,52,52,18,0,0,0,0,0,0,3,5,52,52,52,52,52,52,52,0,0,1,0
5042,5042,1,146272,12,59,1,1,0,1,0,0,1,11.369,12,584,13,13,9,14,18981.041,23329.365,15740.327,50663.57,21885.182,0,29491.936,31653.291,20020.443,33620.969,54397.434,34707.875,45786.035,36682.316,48427.805,28318.961,24921.193,32379.027,35546.551,24262.551,,52,52,52,52,52,52,52,52,52,52,52,52,52,42,52,52,52,52,52,52,,0,0,1,0
5043,5042,1,133238,9,63,1,1,0,1,0,0,1,36.172001,13,464,13,13,9,14,,,,,11937.372,13436.549,14745.968,14068.129,15015.333,19211.982,14765.018,18108.457,20031.391,19563.902,29254.32,30781.479,34066.508,33487.73,35756.883,32524.889,32897.578,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,1,0
5044,5044,1,608448.56,11,57,1,0,0,1,0,0,0,97.783997,4,536,15,14,12,12,22370.512,56571.957,54774.238,48637.027,49739.051,55665.703,51610.887,49238.453,66734.813,51231.953,0,0,0,0,0,36937.773,0,0,0,0,0,24,52,52,52,52,52,52,52,52,32,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0
5045,5045,1,102545,3,57,1,1,0,1,0,1,0,6.9439998,11,401,12,12,5,2,22596.477,14963.983,12592.262,19252.156,5968.686,,,13422.754,,,17096.336,15090.381,,0,,,0,,0,,0,52,52,52,52,52,18,,52,,,24,48,,0,,,0,,0,,0,0,0,1,0
5046,5046,1,110876,4,57,1,1,0,1,1,1,0,10.062,11,496,12,12,6,4,20788.758,,5876.3887,52690.113,,28792.605,27648.689,49238.453,,36822.965,38855.309,,,,52354.383,59100.441,65179.781,,59945.367,90459.844,,26,,6,52,,52,52,52,52,52,52,,,,52,51,52,,52,52,,0,0,1,0
5047,5046,1,498147.16,12,62,0,0,0,1,0,0,0,13.7,11,448,8,8,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,0,0,1,0
